"Disaster Number","Declaration Date","Disaster Name","Incident Begin Date","Incident End Date","Declaration Type","State Code","State Name","Incident Type","Closeout Date","Region"
2620,"01-15-2006","CADDO FIRE","01-14-2006",NA,"Fire Management","TX","Texas","Fire","06-26-2008",6
2619,"01-13-2006","LOCKHART FIRE","01-13-2006",NA,"Fire Management","TX","Texas","Fire","06-26-2008",6
2618,"01-13-2006","RATCLIFF FIRE","01-12-2006",NA,"Fire Management","OK","Oklahoma","Fire","02-24-2009",6
1624,"01-11-2006","EXTREME WILDFIRE THREAT","11-27-2005","05-14-2006","Major Disaster","TX","Texas","Fire","10-14-2015",6
2617,"01-11-2006","NIEDERWALD FIRE","01-11-2006",NA,"Fire Management","TX","Texas","Fire","06-26-2008",6
1623,"01-10-2006","EXTREME WILDFIRE THREAT","11-27-2005","03-31-2006","Major Disaster","OK","Oklahoma","Fire","12-30-2014",6
2616,"01-09-2006","HENRYETTA FIRE","01-09-2006",NA,"Fire Management","OK","Oklahoma","Fire","02-24-2009",6
2615,"01-08-2006","MCNALLY FLATS FIRE","01-08-2006",NA,"Fire Management","OK","Oklahoma","Fire","02-24-2009",6
2614,"01-08-2006","HAWKINS FIRE","01-08-2006",NA,"Fire Management","TX","Texas","Fire","06-26-2008",6
2613,"01-08-2006","MAURICIO CANYON FIRE","01-07-2006","01-16-2006","Fire Management","CO","Colorado","Fire","05-04-2011",8
2612,"01-07-2006","CEDAR CREEK FIRE","01-07-2006",NA,"Fire Management","TX","Texas","Fire","06-26-2008",6
2611,"01-05-2006","MILL CREEK FIRE","01-05-2006",NA,"Fire Management","TX","Texas","Fire","06-26-2008",6
2610,"01-05-2006","ROSEWOOD FIRE","01-05-2006",NA,"Fire Management","TX","Texas","Fire","06-26-2008",6
2609,"01-05-2006","BULVERDE FIRE","01-05-2006",NA,"Fire Management","TX","Texas","Fire","06-26-2008",6
1622,"01-04-2006","SEVERE WINTER STORM","11-27-2005","11-29-2005","Major Disaster","MN","Minnesota","Severe Storm","05-16-2012",5
1621,"01-04-2006","SEVERE WINTER STORM","11-27-2005","11-30-2005","Major Disaster","ND","North Dakota","Severe Storm","08-08-2012",8
2608,"01-03-2006","EUFAULA FIRE","01-03-2006",NA,"Fire Management","OK","Oklahoma","Fire","02-24-2009",6
2607,"01-02-2006","63RD STREET FIRE","01-01-2006",NA,"Fire Management","OK","Oklahoma","Fire","02-24-2006",6
2606,"01-02-2006","PRAGUE FIRE","01-01-2006",NA,"Fire Management","OK","Oklahoma","Fire","02-24-2009",6
2605,"01-02-2006","SAPULPA FIRE COMPLEX","01-01-2006",NA,"Fire Management","OK","Oklahoma","Fire","02-24-2009",6
2604,"01-02-2006","GUTHRIE FIRE","01-01-2006",NA,"Fire Management","OK","Oklahoma","Fire","02-24-2009",6
2603,"01-02-2006","CASHION FIRE COMPLEX","01-01-2006",NA,"Fire Management","OK","Oklahoma","Fire","02-24-2009",6
2602,"01-02-2006","BETHEL ACRES FIRE","01-01-2006",NA,"Fire Management","OK","Oklahoma","Fire","02-24-2009",6
2601,"01-02-2006","SHAMROCK FIRE COMPLEX","01-01-2006",NA,"Fire Management","OK","Oklahoma","Fire","02-24-2009",6
2600,"01-02-2006","SOUTHEAST NEW MEXICO FIRE COMPLEX","01-01-2006","01-04-2006","Fire Management","NM","New Mexico","Fire","07-08-2010",6
2599,"01-01-2006","WAINWRIGHT FIRE COMPLEX","01-01-2006",NA,"Fire Management","OK","Oklahoma","Fire","02-24-2009",6
2598,"01-01-2006","RINGGOLD FIRE","01-01-2006",NA,"Fire Management","TX","Texas","Fire","06-26-2008",6
2597,"01-01-2006","DEPEW FIRE COMPLEX","01-01-2006",NA,"Fire Management","OK","Oklahoma","Fire","02-24-2009",6
2596,"01-01-2006","CARBON FIRE","01-01-2006",NA,"Fire Management","TX","Texas","Fire","06-26-2008",6
2595,"12-29-2005","EASTERN OKLAHOMA COUNTY FIRE COMPLEX","12-29-2005",NA,"Fire Management","OK","Oklahoma","Fire","04-09-2010",6
2594,"12-28-2005","ACHILLE FIRE COMPLEX","12-27-2005",NA,"Fire Management","OK","Oklahoma","Fire","04-09-2010",6
2593,"12-28-2005","KENNEDALE FIRE","12-27-2005",NA,"Fire Management","TX","Texas","Fire","06-26-2008",6
2592,"12-28-2005","HUGHES COUNTY FIRE COMPLEX","12-26-2005","12-29-2005","Fire Management","OK","Oklahoma","Fire","04-09-2010",6
2591,"12-28-2005","CALLAHAN COUNTY FIRE","12-27-2005",NA,"Fire Management","TX","Texas","Fire","06-26-2008",6
1620,"12-20-2005","SEVERE WINTER STORM","11-27-2005","11-29-2005","Major Disaster","SD","South Dakota","Severe Storm","01-16-2013",8
1619,"12-16-2005","SEVERE STORMS AND FLOODING","10-14-2005","10-15-2005","Major Disaster","CT","Connecticut","Severe Storm","07-10-2013",1
1618,"12-09-2005","SEVERE FALL STORM, TIDAL SURGES, AND FLOODING","09-22-2005","09-26-2005","Major Disaster","AK","Alaska","Severe Storm","02-13-2012",10
2590,"12-02-2005","TEXANNA ROAD FIRE","11-27-2005",NA,"Fire Management","OK","Oklahoma","Fire","04-09-2010",6
1617,"12-01-2005","SEVERE STORMS AND TORNADOES","11-15-2005","11-15-2005","Major Disaster","KY","Kentucky","Severe Storm","02-28-2011",4
2589,"11-30-2005","ANTIOCH FIRE","11-27-2005",NA,"Fire Management","OK","Oklahoma","Fire","04-09-2010",6
2588,"11-30-2005","VELMA FIRE COMPLEX","11-29-2005",NA,"Fire Management","OK","Oklahoma","Fire","04-09-2010",6
2587,"11-29-2005","FLAT ROCK FIRE COMPLEX","11-27-2005",NA,"Fire Management","OK","Oklahoma","Fire","04-09-2010",6
1616,"11-21-2005","SEVERE WINTER STORM AND RECORD AND/OR NEAR RECORD SNOW","10-04-2005","10-06-2005","Major Disaster","ND","North Dakota","Snowstorm","09-28-2012",8
2586,"11-18-2005","SCHOOL FIRE","11-18-2005","11-23-2005","Fire Management","CA","California","Fire","12-03-2009",9
1615,"11-15-2005","SEVERE STORMS AND FLOODING","10-01-2005","10-02-2005","Major Disaster","KS","Kansas","Severe Storm","10-23-2012",7
1614,"11-10-2005","SEVERE STORMS AND FLOODING","10-07-2005","10-16-2005","Major Disaster","MA","Massachusetts","Severe Storm","10-28-2022",1
1613,"11-10-2005","SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES","10-09-2005","10-15-2005","Major Disaster","PR","Puerto Rico","Severe Storm","08-10-2015",2
1611,"11-08-2005","TYPHOON NABI","08-30-2005","09-01-2005","Major Disaster","MP","Northern Mariana Islands","Typhoon","01-15-2015",9
1612,"11-08-2005","TORNADO AND SEVERE STORMS","11-06-2005","11-06-2005","Major Disaster","IN","Indiana","Tornado","11-01-2012",5
1610,"10-26-2005","SEVERE STORMS AND FLOODING","10-07-2005","10-18-2005","Major Disaster","NH","New Hampshire","Severe Storm","10-28-2022",1
1609,"10-24-2005","HURRICANE WILMA","10-23-2005","11-18-2005","Major Disaster","FL","Florida","Hurricane",NA,4
3264,"10-19-2005","SEVERE STORMS AND FLOODING","10-07-2005","10-22-2005","Emergency","MA","Massachusetts","Severe Storm","10-08-2008",1
1608,"10-07-2005","HURRICANE OPHELIA","09-11-2005","09-17-2005","Major Disaster","NC","North Carolina","Hurricane","09-30-2014",4
2585,"10-06-2005","BORDER # 50 FIRE","10-05-2005","10-10-2005","Fire Management","CA","California","Fire","12-03-2009",9
2584,"10-06-2005","WOODHOUSE FIRE","10-05-2005","10-08-2005","Fire Management","CA","California","Fire","12-03-2009",9
3263,"09-30-2005","HURRICANE KATRINA EVACUATION","08-29-2005","10-01-2005","Emergency","DE","Delaware","Hurricane","06-29-2007",3
3262,"09-30-2005","HURRICANE KATRINA EVACUATION","08-29-2005","10-01-2005","Emergency","NY","New York","Hurricane","07-21-2010",2
2583,"09-28-2005","TOPANGA FIRE","09-28-2005","10-10-2005","Fire Management","CA","California","Fire","12-03-2009",9
1606,"09-24-2005","HURRICANE RITA","09-23-2005","10-14-2005","Major Disaster","TX","Texas","Hurricane","12-01-2019",6
1607,"09-24-2005","HURRICANE RITA","09-23-2005","11-01-2005","Major Disaster","LA","Louisiana","Hurricane",NA,6
3261,"09-21-2005","HURRICANE RITA","09-20-2005","10-14-2005","Emergency","TX","Texas","Hurricane","08-12-2013",6
3260,"09-21-2005","HURRICANE RITA","09-20-2005","11-01-2005","Emergency","LA","Louisiana","Hurricane","09-22-2010",6
3259,"09-20-2005","TROPICAL STORM RITA","09-18-2005","10-23-2005","Emergency","FL","Florida","Hurricane","12-21-2016",4
3258,"09-19-2005","HURRICANE KATRINA EVACUATION","08-29-2005","10-01-2005","Emergency","NH","New Hampshire","Hurricane","04-14-2008",1
3257,"09-19-2005","HURRICANE KATRINA EVACUATION","08-29-2005","10-01-2005","Emergency","NJ","New Jersey","Hurricane","07-21-2010",2
3256,"09-19-2005","HURRICANE KATRINA EVACUATION","08-29-2005","10-01-2005","Emergency","ME","Maine","Hurricane","01-23-2008",1
3255,"09-19-2005","HURRICANE KATRINA EVACUATION","08-29-2005","10-01-2005","Emergency","RI","Rhode Island","Hurricane","08-05-2009",1
3254,"09-14-2005","HURRICANE OPHELIA","09-11-2005","09-17-2005","Emergency","NC","North Carolina","Hurricane","09-27-2013",4
3249,"09-13-2005","HURRICANE KATRINA EVACUATION","08-29-2005","10-01-2005","Emergency","WI","Wisconsin","Hurricane","03-31-2010",5
3248,"09-13-2005","HURRICANE KATRINA EVACUATION","08-29-2005","10-01-2005","Emergency","CA","California","Hurricane","11-29-2011",9
3247,"09-13-2005","HURRICANE KATRINA EVACUATION","08-29-2005","10-01-2005","Emergency","ND","North Dakota","Coastal Storm","09-30-2008",8
3246,"09-13-2005","HURRICANE KATRINA EVACUATION","08-29-2005","10-01-2005","Emergency","CT","Connecticut","Hurricane","05-16-2008",1
3245,"09-13-2005","HURRICANE KATRINA EVACUEES","08-29-2005","10-01-2005","Emergency","NE","Nebraska","Hurricane","06-21-2007",7
3244,"09-13-2005","HURRICANE KATRINA","08-29-2005","10-01-2005","Emergency","ID","Idaho","Hurricane","12-09-2008",10
3243,"09-13-2005","HURRICANE KATRINA EVACUATION","08-29-2005","10-01-2005","Emergency","NV","Nevada","Hurricane","05-29-2013",9
3242,"09-13-2005","HURRICANE KATRINA EVACUATION","08-29-2005","10-01-2005","Emergency","MN","Minnesota","Hurricane","04-16-2012",5
3253,"09-13-2005","HURRICANE KATRINA EVACUATION","08-29-2005","10-01-2005","Emergency","MT","Montana","Hurricane","12-11-2007",8
3252,"09-13-2005","HURRICANE KATRINA EVACUATION","08-29-2005","10-01-2005","Emergency","MA","Massachusetts","Hurricane","06-06-2008",1
3251,"09-13-2005","HURRICANE KATRINA EVACUATION","08-29-2005","10-01-2005","Emergency","MD","Maryland","Hurricane","12-11-2007",3
3250,"09-13-2005","HURRICANE KATRINA EVACUATION","08-29-2005","10-01-2005","Emergency","OH","Ohio","Hurricane","09-18-2009",5
3241,"09-12-2005","HURRICANE KATRINA EVACUATION","08-29-2005","10-01-2005","Emergency","AZ","Arizona","Hurricane","10-24-2012",9
3240,"09-12-2005","HURRICANE KATRINA EVACUATION","08-29-2005","10-01-2005","Emergency","VA","Virginia","Hurricane","12-13-2007",3
3239,"09-10-2005","HURRICANE KATRINA EVACUATION","08-29-2005","10-01-2005","Emergency","IA","Iowa","Hurricane","06-21-2007",7
3235,"09-10-2005","HURRICANE KATRINA","08-29-2005","10-01-2005","Emergency","PA","Pennsylvania","Hurricane","09-30-2008",3
3234,"09-10-2005","HURRICANE KATRINA EVACUATION","09-06-2005","10-01-2005","Emergency","SD","South Dakota","Coastal Storm","12-10-2007",8
3233,"09-10-2005","HURRICANE KATRINA EVACUATION","08-29-2005","10-01-2005","Emergency","SC","South Carolina","Hurricane","03-17-2010",4
2575,"08-07-2005","SCHOOL FIRE","08-07-2005","08-19-2005","Fire Management","WA","Washington","Fire","07-25-2007",10
3232,"09-10-2005","HURRICANE KATRINA EVACUATION","08-29-2005","10-01-2005","Emergency","MO","Missouri","Hurricane","07-02-2008",7
3238,"09-10-2005","HURRICANE KATRINA EVACUATION","08-29-2005","10-01-2005","Emergency","IN","Indiana","Hurricane","06-30-2010",5
3237,"09-10-2005","HURRICANE KATRINA EVACUATION","08-29-2005","10-01-2005","Emergency","AL","Alabama","Hurricane","03-06-2009",4
3236,"09-10-2005","HURRICANE KATRINA EVACUATION","09-01-2005","10-01-2005","Emergency","KS","Kansas","Hurricane","07-20-2007",7
3231,"09-10-2005","HURRICANE KATRINA","08-29-2005","10-01-2005","Emergency","KY","Kentucky","Hurricane","04-03-2019",4
3226,"09-07-2005","HURRICANE KATRINA EVACUATION","08-29-2005","10-01-2005","Emergency","DC","District of Columbia","Hurricane","03-09-2010",3
3230,"09-07-2005","HURRICANE KATRINA EVACUATION","08-29-2005","10-01-2005","Emergency","IL","Illinois","Hurricane","02-01-2012",5
3228,"09-07-2005","HURRICANE KATRINA EVACUATION","08-29-2005","10-01-2005","Emergency","OR","Oregon","Coastal Storm","04-09-2008",10
3229,"09-07-2005","HURRICANE KATRINA EVACUATION","08-29-2005","10-01-2005","Emergency","NM","New Mexico","Hurricane","07-29-2010",6
3227,"09-07-2005","HURRICANE KATRINA EVACUATION","08-29-2005","10-01-2005","Emergency","WA","Washington","Coastal Storm","03-08-2010",10
3225,"09-07-2005","HURRICANE KATRINA EVACUATION","08-29-2005","10-01-2005","Emergency","MI","Michigan","Hurricane","03-31-2010",5
2582,"09-05-2005","SUNDEVIL FIRE","09-05-2005","09-07-2005","Fire Management","CA","California","Fire","12-03-2009",9
3222,"09-05-2005","HURRICANE KATRINA EVACUATION","08-29-2005","10-01-2005","Emergency","NC","North Carolina","Hurricane","09-28-2010",4
3219,"09-05-2005","HURRICANE KATRINA EVACUATION","08-29-2005","10-01-2005","Emergency","OK","Oklahoma","Hurricane","09-30-2013",6
3217,"09-05-2005","HURRICANE KATRINA EVACUATION","08-29-2005","10-01-2005","Emergency","TN","Tennessee","Hurricane","07-03-2012",4
3224,"09-05-2005","HURRICANE KATRINA EVACUATION","08-29-2005","10-01-2005","Emergency","CO","Colorado","Coastal Storm","06-30-2010",8
3220,"09-05-2005","HURRICANE KATRINA EVACUATION","08-29-2005","10-01-2005","Emergency","FL","Florida","Hurricane","07-03-2012",4
3218,"09-05-2005","HURRICANE KATRINA EVACUATION","08-27-2005","10-01-2005","Emergency","GA","Georgia","Hurricane","04-19-2018",4
3223,"09-05-2005","HURRICANE KATRINA EVACUATION","08-29-2005","10-01-2005","Emergency","UT","Utah","Coastal Storm","06-22-2010",8
3221,"09-05-2005","HURRICANE KATRINA EVACUATION","08-29-2005","10-01-2005","Emergency","WV","West Virginia","Hurricane","07-02-2007",3
3216,"09-02-2005","HURRICANE KATRINA EVACUATION","08-29-2005","10-01-2005","Emergency","TX","Texas","Hurricane","07-01-2014",6
3215,"09-02-2005","HURRICANE KATRINA EVACUATION","08-29-2005","10-01-2005","Emergency","AR","Arkansas","Hurricane","02-07-2013",6
2581,"08-29-2005","CHANCE FIRE","08-28-2005","09-03-2005","Fire Management","NV","Nevada","Fire","02-28-2007",9
1603,"08-29-2005","HURRICANE KATRINA","08-29-2005","11-01-2005","Major Disaster","LA","Louisiana","Hurricane",NA,6
1604,"08-29-2005","HURRICANE KATRINA","08-29-2005","10-14-2005","Major Disaster","MS","Mississippi","Hurricane",NA,4
3214,"08-28-2005","HURRICANE KATRINA","08-28-2005","09-26-2005","Emergency","AL","Alabama","Hurricane","05-20-2008",4
1602,"08-28-2005","HURRICANE KATRINA","08-24-2005","09-06-2005","Major Disaster","FL","Florida","Hurricane","09-30-2021",4
3213,"08-28-2005","HURRICANE KATRINA","08-27-2005","10-14-2005","Emergency","MS","Mississippi","Hurricane","04-29-2009",4
3212,"08-27-2005","HURRICANE KATRINA","08-26-2005","11-01-2005","Emergency","LA","Louisiana","Hurricane","09-22-2010",6
2580,"08-26-2005","MANTON FIRE","08-26-2005","09-02-2005","Fire Management","CA","California","Fire","09-29-2009",9
2579,"08-25-2005","DEER CREEK FIRE","08-25-2005","09-01-2005","Fire Management","OR","Oregon","Fire","03-23-2007",10
1601,"08-23-2005","TROPICAL STORM CINDY","07-05-2005","07-06-2005","Major Disaster","LA","Louisiana","Severe Storm","07-01-2014",6
1600,"08-23-2005","SEVERE STORMS AND FLOODING","06-30-2005","07-01-2005","Major Disaster","KS","Kansas","Severe Storm","10-04-2011",7
2578,"08-22-2005","VOR-MCCARTY FIRE","08-22-2005","08-25-2005","Fire Management","NV","Nevada","Fire","02-28-2007",9
1599,"08-22-2005","TORNADO","08-12-2005","08-12-2005","Major Disaster","WY","Wyoming","Tornado","10-04-2011",8
2577,"08-19-2005","WAIKELE FIRE","08-17-2005","08-20-2005","Fire Management","HI","Hawaii","Fire","06-25-2007",9
2576,"08-15-2005","NANAKULI BRUSH FIRE","08-14-2005","08-20-2005","Fire Management","HI","Hawaii","Fire","09-29-2010",9
2574,"08-04-2005","AKONI PULE HIGHWAY FIRE","08-02-2005","08-06-2005","Fire Management","HI","Hawaii","Fire","02-20-2008",9
2573,"08-02-2005","LALAMILO FIRE","08-01-2005","08-06-2005","Fire Management","HI","Hawaii","Fire","02-20-2008",9
2572,"08-01-2005","DIRTY FACE FIRE","07-31-2005","08-08-2005","Fire Management","WA","Washington","Fire","07-25-2007",10
1598,"08-01-2005","FLOODING AND LANDSLIDES","04-28-2005","06-29-2005","Major Disaster","UT","Utah","Flood","01-31-2012",8
2571,"07-25-2005","CA-QUARTZ FIRE-7-25-2005","07-25-2005","07-29-2005","Fire Management","CA","California","Fire","10-13-2009",9
1596,"07-22-2005","SEVERE STORM","06-07-2005","06-08-2005","Major Disaster","SD","South Dakota","Severe Storm","03-21-2011",8
2570,"07-22-2005","AZ-WILDFIRE (EDGE COMPLEX) 07-22-2005","07-21-2005","07-24-2005","Fire Management","AZ","Arizona","Fire","12-30-2008",9
2569,"07-16-2005","SD SKYLINE #2 FIRE 7/16/05","07-16-2005","07-17-2005","Fire Management","SD","South Dakota","Fire","10-20-2006",8
2568,"07-16-2005","CARLIN FIRE","07-16-2005","07-18-2005","Fire Management","NV","Nevada","Fire","03-01-2007",9
2567,"07-16-2005","CONTACT FIRE","07-15-2005","07-21-2005","Fire Management","NV","Nevada","Fire","03-01-2007",9
1595,"07-10-2005","HURRICANE DENNIS","07-07-2005","07-20-2005","Major Disaster","FL","Florida","Hurricane","12-10-2019",4
1594,"07-10-2005","HURRICANE DENNIS","07-10-2005","07-15-2005","Major Disaster","MS","Mississippi","Hurricane","09-27-2013",4
1593,"07-10-2005","HURRICANE DENNIS","07-10-2005","07-16-2005","Major Disaster","AL","Alabama","Hurricane","03-16-2011",4
2566,"07-10-2005","MASON FIRE","07-08-2005","07-17-2005","Fire Management","CO","Colorado","Fire","07-07-2010",8
2565,"07-10-2005","SD RICCO FIRE","07-09-2005","07-19-2005","Fire Management","SD","South Dakota","Fire","10-20-2006",8
1592,"07-06-2005","HEAVY RAINS AND FLOODING","05-06-2005","05-20-2005","Major Disaster","ID","Idaho","Flood","03-18-2011",10
1591,"06-29-2005","SEVERE STORMS, FLOODING, SNOW MELT, AND ICE JAMS","03-29-2005","05-03-2005","Major Disaster","ME","Maine","Severe Storm","10-28-2022",1
2564,"06-27-2005","BLUE SPRINGS FIRE","06-27-2005","07-01-2005","Fire Management","UT","Utah","Fire","05-27-2008",8
2563,"06-24-2005","GOOD SPRINGS FIRE","06-22-2005","07-06-2005","Fire Management","NV","Nevada","Fire","04-10-2006",9
2562,"06-23-2005","AZ-HUMBUG FIRE 06-23--2005","06-22-2005","06-27-2005","Fire Management","AZ","Arizona","Fire","01-15-2009",9
1590,"06-23-2005","SEVERE STORMS AND FLOODING","05-11-2005","05-12-2005","Major Disaster","NE","Nebraska","Severe Storm","03-16-2011",7
2561,"06-22-2005","CAVE CREEK FIRE COMPLEX","06-21-2005","07-07-2005","Fire Management","AZ","Arizona","Fire","09-25-2008",9
2560,"06-12-2005","AZ-HULET FIRE-06-11-2005","06-11-2005","06-18-2005","Fire Management","AZ","Arizona","Fire","12-30-2008",9
2559,"06-08-2005","AZ-BOBBY FIRE-06-08-2005","06-08-2005","06-13-2005","Fire Management","AZ","Arizona","Fire","12-30-2008",9
2558,"05-26-2005","VEKOL FIRE-05-26-2005","05-26-2005","05-29-2005","Fire Management","AZ","Arizona","Fire","12-30-2008",9
3211,"04-28-2005","RECORD SNOW","03-11-2005","03-12-2005","Emergency","NH","New Hampshire","Snowstorm","03-21-2007",1
3210,"04-21-2005","RECORD SNOW","03-11-2005","03-12-2005","Emergency","ME","Maine","Snowstorm","11-20-2007",1
1589,"04-19-2005","SEVERE STORMS AND FLOODING","04-02-2005","04-04-2005","Major Disaster","NY","New York","Severe Storm","03-08-2018",2
1588,"04-19-2005","SEVERE STORMS AND FLOODING","04-01-2005","04-03-2005","Major Disaster","NJ","New Jersey","Severe Storm","03-15-2011",2
2557,"04-19-2005","SD WILDFIRE CAMP FIVE","04-17-2005","04-19-2005","Fire Management","SD","South Dakota","Fire","08-17-2005",8
1586,"04-14-2005","SEVERE STORMS AND FLOODING","02-10-2005","02-15-2005","Major Disaster","AZ","Arizona","Severe Storm",NA,9
1587,"04-14-2005","SEVERE STORMS AND FLOODING","04-02-2005","04-23-2005","Major Disaster","PA","Pennsylvania","Severe Storm","06-04-2012",3
3209,"04-01-2005","SNOW","03-09-2005","03-09-2005","Emergency","ME","Maine","Snowstorm","05-20-2008",1
3208,"03-30-2005","RECORD SNOW","02-10-2005","02-11-2005","Emergency","NH","New Hampshire","Snowstorm","11-15-2006",1
3207,"03-30-2005","RECORD AND/OR NEAR RECORD SNOW","01-22-2005","01-23-2005","Emergency","NH","New Hampshire","Snowstorm","11-15-2006",1
3206,"03-14-2005","RECORD AND/OR NEAR RECORD SNOW","02-10-2005","02-11-2005","Emergency","ME","Maine","Snowstorm","03-01-2007",1
3205,"03-14-2005","RECORD AND/OR NEAR RECORD SNOW","01-22-2005","01-23-2005","Emergency","ME","Maine","Snowstorm","02-12-2007",1
